fecha,sku,tipo_movimiento,cantidad,documento,bodega,responsable
2024-10-25,MP-0131,salida,32.0,CONS-104014,BOD-02,OP-01
2024-10-25,MP-0216,salida,66.9,CONS-104021,BOD-01,OP-02
2024-10-25,MP-0272,salida,8.5,CONS-104028,BOD-01,OP-06
2024-10-25,MP-0010,salida,22.8,CONS-104035,BOD-01,OP-06
2024-10-25,MP-0002,salida,13.0,CONS-104042,BOD-03,OP-05
2024-10-25,MP-0085,salida,40.8,CONS-104056,BOD-02,OP-02
2024-10-25,MP-0202,salida,27.8,CONS-104063,BOD-02,OP-06
2024-10-25,MP-0153,salida,12.8,CONS-104070,BOD-03,OP-04
2024-10-25,MP-0178,salida,6.0,CONS-104077,BOD-01,OP-04
2024-10-25,MP-0229,salida,28.5,CONS-104084,BOD-03,OP-03
2024-10-25,MP-0013,salida,73.8,CONS-104091,BOD-02,OP-06
2024-10-25,MP-0020,salida,76.7,CONS-104098,BOD-01,OP-01
2024-10-25,MP-0106,salida,48.6,CONS-104105,BOD-02,OP-03
2024-10-25,MP-0411,salida,73.2,CONS-104119,BOD-02,OP-05
2024-10-25,MP-0238,salida,68.9,CONS-104126,BOD-03,OP-04
2024-10-25,MP-0004,salida,48.8,CONS-104133,BOD-03,OP-04
2024-10-25,MP-0033,salida,43.1,CONS-104140,BOD-01,OP-06
2024-10-25,MP-0045,salida,27.3,CONS-104147,BOD-03,OP-03
2024-10-25,MP-0386,salida,60.4,CONS-104154,BOD-02,OP-02
2024-10-25,MP-0393,salida,19.4,CONS-104161,BOD-01,OP-01
2024-10-25,MP-0373,salida,157.7,CONS-104168,BOD-02,OP-03
2024-10-25,MP-0015,salida,17.7,CONS-104175,BOD-03,OP-06
2024-10-25,MP-0012,salida,26.8,CONS-104182,BOD-02,OP-03
2024-10-25,MP-0142,salida,27.0,CONS-104189,BOD-03,OP-02
2024-10-25,MP-0102,salida,32.9,CONS-104196,BOD-01,OP-01
2024-10-25,MP-0114,salida,7.8,CONS-104203,BOD-01,OP-03
2024-10-25,MP-0325,salida,21.1,CONS-104210,BOD-03,OP-01
2024-10-25,MP-0193,salida,19.0,CONS-104217,BOD-01,OP-03
2024-10-25,MP-0330,salida,8.8,CONS-104224,BOD-03,OP-02
2024-10-25,MP-0024,salida,172.5,CONS-104231,BOD-03,OP-06
2024-10-25,MP-0117,salida,43.5,CONS-104238,BOD-03,OP-02
2024-10-25,MP-0060,salida,38.9,CONS-104245,BOD-01,OP-03
2024-10-25,MP-0357,salida,47.9,CONS-104252,BOD-02,OP-04
2024-10-25,MP-0162,salida,7.4,CONS-104259,BOD-03,OP-05
2024-10-25,MP-0009,salida,88.3,CONS-104266,BOD-01,OP-01
2024-10-25,MP-0076,salida,122.1,CONS-104273,BOD-01,OP-04
2024-10-25,MP-0077,salida,128.6,CONS-104280,BOD-02,OP-02
2024-10-25,MP-0273,salida,137.1,CONS-104287,BOD-01,OP-06
2024-10-25,MP-0026,salida,70.2,CONS-104294,BOD-01,OP-05
2024-10-25,MP-0111,salida,108.0,CONS-104301,BOD-03,OP-03
2024-10-25,MP-0071,salida,85.6,CONS-104308,BOD-03,OP-04
2024-10-25,MP-0388,salida,82.5,CONS-104315,BOD-01,OP-01
2024-10-25,MP-0227,salida,49.5,CONS-104322,BOD-03,OP-02
2024-10-25,MP-0088,salida,53.3,CONS-104329,BOD-01,OP-04
2024-10-25,MP-0181,salida,50.0,CONS-104343,BOD-01,OP-06
2024-10-25,MP-0385,salida,14.7,CONS-104350,BOD-01,OP-04
2024-10-25,MP-0343,salida,60.0,CONS-104364,BOD-03,OP-04
2024-10-25,MP-0036,salida,38.9,CONS-104371,BOD-01,OP-05
2024-10-25,MP-0080,salida,43.0,CONS-104378,BOD-01,OP-02
2024-10-25,MP-0139,salida,79.2,CONS-104385,BOD-01,OP-04
2024-10-25,MP-0356,salida,50.7,CONS-104392,BOD-02,OP-04
2024-10-25,MP-0339,salida,16.9,CONS-104399,BOD-02,OP-06
2024-10-25,MP-0078,salida,86.6,CONS-104406,BOD-01,OP-05
2024-10-25,MP-0059,salida,53.3,CONS-104413,BOD-02,OP-05
2024-10-25,MP-0211,salida,-41.8,CONS-104420,BOD-03,OP-02
2024-10-25,MP-0340,salida,41.8,CONS-104427,BOD-02,OP-05
2024-10-25,MP-0390,salida,30.0,CONS-104434,BOD-01,OP-05
2024-10-25,MP-0039,salida,-2.7,CONS-104448,BOD-03,OP-01
2024-10-25,MP-0032,salida,5.3,CONS-104455,BOD-01,OP-06
2024-10-25,MP-0129,salida,18.0,CONS-104462,BOD-02,OP-06
2024-10-25,MP-0136,salida,15.5,CONS-104469,BOD-02,OP-05
2024-10-25,MP-0217,salida,13.7,CONS-104476,BOD-02,OP-06
2024-10-25,MP-0344,salida,22.7,CONS-104483,BOD-02,OP-03
2024-10-27,MP-0077,entrada,545,REC-OC-5782,BOD-02,OP-02
2024-10-28,MP-0023,entrada,1938,REC-OC-5323,BOD-02,OP-02
2024-10-28,MP-0135,entrada,278,REC-OC-6101,BOD-03,OP-05
2024-10-29,MP-0033,entrada,2131,REC-OC-5493,BOD-02,OP-02
2024-10-29,MP-0184,entrada,78,REC-OC-6226,BOD-01,OP-03
2024-10-29,MP-0023,entrada,1427,REC-OC-5326,BOD-03,OP-01
2024-10-30,MP-0149,entrada,206,REC-OC-6186,BOD-01,OP-01
2024-10-30,MP-0023,entrada,1674,REC-OC-5324,BOD-02,OP-02
2024-10-30,MP-0009,entrada,1233,REC-OC-5097,BOD-01,OP-03
2024-10-31,MP-0035,entrada,1845,REC-OC-5525,BOD-02,OP-03
2024-10-31,MP-0014,entrada,1064,REC-OC-5188,BOD-03,OP-04
2024-10-31,MP-0093,entrada,363,REC-OC-5874,BOD-01,OP-02
2024-10-31,MP-0062,entrada,337,REC-OC-5717,BOD-02,OP-04
2024-10-31,MP-0353,entrada,107,REC-OC-6402,BOD-02,OP-04
2024-11-01,MP-0033,entrada,1776,REC-OC-5486,BOD-01,OP-03
2024-11-01,MP-0141,entrada,317,REC-OC-6135,BOD-03,OP-06
2024-11-01,MP-0315,entrada,69,REC-OC-6361,BOD-03,OP-06
2024-11-01,MP-0019,salida,65.1,CONS-104484,BOD-01,OP-04
2024-11-01,MP-0022,salida,107.9,CONS-104491,BOD-03,OP-02
2024-11-01,MP-0094,salida,38.7,CONS-104498,BOD-01,OP-05
2024-11-01,MP-0074,salida,40.2,CONS-104505,BOD-03,OP-03
2024-11-01,MP-0370,salida,13.0,CONS-104512,BOD-02,OP-04
2024-11-01,MP-0299,salida,50.3,CONS-104519,BOD-03,OP-05
2024-11-01,MP-0309,salida,45.6,CONS-104526,BOD-02,OP-04
2024-11-01,MP-0418,salida,42.4,CONS-104533,BOD-03,OP-04
2024-11-01,MP-0008,salida,162.8,CONS-104540,BOD-01,OP-06
2024-11-01,MP-0005,salida,117.9,CONS-104547,BOD-01,OP-04
2024-11-01,MP-0133,salida,134.1,CONS-104554,BOD-03,OP-02
2024-11-01,MP-0101,salida,117.9,CONS-104561,BOD-03,OP-02
2024-11-01,MP-0149,salida,112.6,CONS-104568,BOD-03,OP-02
2024-11-01,MP-0189,salida,95.4,CONS-104575,BOD-02,OP-04
2024-11-01,MP-0254,salida,138.8,CONS-104582,BOD-03,OP-01
2024-11-01,MP-0161,salida,51.8,CONS-104589,BOD-02,OP-06
2024-11-01,MP-0037,salida,44.2,CONS-104603,BOD-01,OP-04
2024-11-01,MP-0018,salida,7.4,CONS-104610,BOD-03,OP-01
2024-11-01,MP-0137,salida,37.1,CONS-104617,BOD-03,OP-05
2024-11-01,MP-0073,salida,53.4,CONS-104624,BOD-02,OP-05
2024-11-01,MP-0118,salida,48.0,CONS-104631,BOD-01,OP-01
2024-11-01,MP-0199,salida,45.4,CONS-104638,BOD-03,OP-05
2024-11-01,MP-0232,salida,40.6,CONS-104645,BOD-02,OP-05
2024-11-01,MP-0027,salida,5.6,CONS-104652,BOD-02,OP-04
2024-11-01,MP-0108,salida,65.5,CONS-104666,BOD-02,OP-05
2024-11-01,MP-0239,salida,14.1,CONS-104680,BOD-02,OP-06
2024-11-01,MP-0016,salida,111.9,CONS-104687,BOD-03,OP-03
2024-11-01,MP-0030,salida,13.1,CONS-104694,BOD-02,OP-02
2024-11-01,MP-0120,salida,62.6,CONS-104701,BOD-01,OP-04
2024-11-01,MP-0182,salida,118.5,CONS-104715,BOD-03,OP-06
2024-11-01,MP-0369,salida,72.9,CONS-104722,BOD-02,OP-02
2024-11-01,MP-0157,salida,-134.7,CONS-104729,BOD-01,OP-02
2024-11-01,MP-0001,salida,109.9,CONS-104736,BOD-03,OP-03
2024-11-01,MP-0014,salida,89.3,CONS-104743,BOD-01,OP-06
2024-11-01,MP-0128,salida,84.6,CONS-104750,BOD-03,OP-03
2024-11-01,MP-0047,salida,47.2,CONS-104757,BOD-02,OP-03
2024-11-01,MP-0244,salida,53.3,CONS-104764,BOD-03,OP-01
2024-11-01,MP-0122,salida,56.8,CONS-104771,BOD-01,OP-06
2024-11-01,MP-0132,salida,94.2,CONS-104778,BOD-02,OP-02
2024-11-01,MP-0216,salida,72.9,CONS-104792,BOD-01,OP-05
2024-11-01,MP-0272,salida,-9.2,CONS-104799,BOD-02,OP-01
2024-11-01,MP-0010,salida,78.5,CONS-104806,BOD-01,OP-01
2024-11-01,MP-0002,salida,44.6,CONS-104813,BOD-02,OP-05
2024-11-01,MP-0150,salida,62.4,CONS-104820,BOD-02,OP-05
2024-11-01,MP-0085,salida,95.0,CONS-104827,BOD-03,OP-01
2024-11-01,MP-0202,salida,95.7,CONS-104834,BOD-01,OP-01
2024-11-01,MP-0153,salida,44.0,CONS-104841,BOD-01,OP-01
2024-11-01,MP-0178,salida,20.8,CONS-104848,BOD-03,OP-02
2024-11-01,MP-0229,salida,98.0,CONS-104855,BOD-02,OP-03
2024-11-01,MP-0013,salida,73.1,CONS-104862,BOD-03,OP-05
2024-11-01,MP-0106,salida,48.1,CONS-104876,BOD-03,OP-05
2024-11-01,MP-0051,salida,97.3,CONS-104883,BOD-03,OP-06
2024-11-01,MP-0411,salida,72.5,CONS-104890,BOD-01,OP-04
2024-11-01,MP-0238,salida,68.3,CONS-104897,BOD-03,OP-04
2024-11-01,MP-0004,salida,13.7,CONS-104904,BOD-02,OP-05
2024-11-01,MP-0045,salida,7.6,CONS-104918,BOD-03,OP-06
2024-11-01,MP-0386,salida,16.9,CONS-104925,BOD-03,OP-01
2024-11-01,MP-0393,salida,5.4,CONS-104932,BOD-03,OP-01
2024-11-01,MP-0373,salida,45.7,CONS-104939,BOD-02,OP-06
2024-11-01,MP-0015,salida,50.1,CONS-104946,BOD-02,OP-03
2024-11-01,MP-0012,salida,76.0,CONS-104953,BOD-03,OP-01
2024-11-01,MP-0142,salida,76.4,CONS-104960,BOD-02,OP-01
2024-11-01,MP-0102,salida,93.1,CONS-104967,BOD-01,OP-02
2024-11-01,MP-0114,salida,22.2,CONS-104974,BOD-02,OP-06
2024-11-01,MP-0325,salida,59.9,CONS-104981,BOD-01,OP-06
2024-11-01,MP-0193,salida,53.9,CONS-104988,BOD-01,OP-01
2024-11-01,MP-0024,salida,90.0,CONS-105002,BOD-01,OP-01
2024-11-01,MP-0117,salida,53.3,CONS-105009,BOD-01,OP-04
2024-11-01,MP-0060,salida,47.7,CONS-105016,BOD-01,OP-05
2024-11-01,MP-0357,salida,58.6,CONS-105023,BOD-03,OP-03
2024-11-01,MP-0162,salida,9.0,CONS-105030,BOD-01,OP-02
2024-11-01,MP-0009,salida,26.5,CONS-105037,BOD-02,OP-03
2024-11-01,MP-0076,salida,36.6,CONS-105044,BOD-02,OP-02
2024-11-01,MP-0077,salida,38.6,CONS-105051,BOD-02,OP-02
2024-11-01,MP-0273,salida,41.1,CONS-105058,BOD-01,OP-06
2024-11-01,MP-0026,salida,42.4,CONS-105065,BOD-03,OP-02
2024-11-01,MP-0111,salida,65.2,CONS-105072,BOD-02,OP-06
2024-11-01,MP-0071,salida,51.7,CONS-105079,BOD-01,OP-02
2024-11-01,MP-0388,salida,49.8,CONS-105086,BOD-03,OP-02
2024-11-01,MP-0227,salida,29.9,CONS-105093,BOD-02,OP-04
2024-11-01,MP-0088,salida,107.5,CONS-105100,BOD-03,OP-05
2024-11-01,MP-0143,salida,120.2,CONS-105107,BOD-03,OP-01
2024-11-01,MP-0181,salida,101.0,CONS-105114,BOD-03,OP-06
2024-11-01,MP-0385,salida,29.6,CONS-105121,BOD-02,OP-02
2024-11-01,MP-0321,salida,-54.5,CONS-105128,BOD-01,OP-03
2024-11-01,MP-0343,salida,121.0,CONS-105135,BOD-03,OP-01
2024-11-01,MP-0036,salida,35.8,CONS-105142,BOD-01,OP-03
2024-11-01,MP-0080,salida,-39.6,CONS-105149,BOD-01,OP-06
2024-11-01,MP-0139,salida,73.0,CONS-105156,BOD-02,OP-02
2024-11-01,MP-0356,salida,46.7,CONS-105163,BOD-03,OP-06
2024-11-01,MP-0339,salida,15.6,CONS-105170,BOD-02,OP-05
2024-11-01,MP-0078,salida,116.5,CONS-105177,BOD-01,OP-06
2024-11-01,MP-0059,salida,71.8,CONS-105184,BOD-02,OP-04
2024-11-01,MP-0211,salida,56.2,CONS-105191,BOD-02,OP-02
2024-11-01,MP-0340,salida,56.2,CONS-105198,BOD-01,OP-03
2024-11-01,MP-0390,salida,40.3,CONS-105205,BOD-01,OP-05
2024-11-01,MP-0268,salida,36.9,CONS-105212,BOD-01,OP-06
2024-11-01,MP-0039,salida,12.9,CONS-105219,BOD-01,OP-01
2024-11-01,MP-0032,salida,-25.2,CONS-105226,BOD-01,OP-02
2024-11-01,MP-0129,salida,85.5,CONS-105233,BOD-03,OP-02
2024-11-01,MP-0136,salida,73.6,CONS-105240,BOD-03,OP-03
2024-11-01,MP-0217,salida,64.9,CONS-105247,BOD-01,OP-05
2024-11-01,MP-0344,salida,107.6,CONS-105254,BOD-02,OP-03
2024-11-02,MP-0281,entrada,20,REC-OC-6325,BOD-01,OP-03
2024-11-03,MP-0088,entrada,439,REC-OC-5840,BOD-03,OP-06
2024-11-04,MP-0076,entrada,118,REC-OC-5779,BOD-03,OP-02
2024-11-05,MP-0019,salida,65.1,CONS-104485,BOD-02,OP-04
2024-11-05,MP-0022,salida,107.9,CONS-104492,BOD-01,OP-05
2024-11-05,MP-0094,salida,38.7,CONS-104499,BOD-02,OP-04
2024-11-05,MP-0074,salida,40.2,CONS-104506,BOD-02,OP-01
2024-11-05,MP-0370,salida,13.0,CONS-104513,BOD-02,OP-03
2024-11-05,MP-0299,salida,50.3,CONS-104520,BOD-02,OP-03
2024-11-05,MP-0418,salida,42.4,CONS-104534,BOD-02,OP-01
2024-11-05,MP-0008,salida,162.8,CONS-104541,BOD-01,OP-04
2024-11-05,MP-0005,salida,117.9,CONS-104548,BOD-03,OP-02
2024-11-05,MP-0133,salida,134.1,CONS-104555,BOD-03,OP-06
2024-11-05,MP-0101,salida,117.9,CONS-104562,BOD-03,OP-03
2024-11-05,MP-0149,salida,112.6,CONS-104569,BOD-02,OP-03
2024-11-05,MP-0189,salida,95.4,CONS-104576,BOD-03,OP-05
2024-11-05,MP-0254,salida,138.8,CONS-104583,BOD-03,OP-04
2024-11-05,MP-0161,salida,51.8,CONS-104590,BOD-03,OP-05
2024-11-05,MP-0197,salida,125.5,CONS-104597,BOD-03,OP-03
2024-11-05,MP-0037,salida,-44.2,CONS-104604,BOD-03,OP-06
2024-11-05,MP-0018,salida,7.4,CONS-104611,BOD-03,OP-03
2024-11-05,MP-0137,salida,37.1,CONS-104618,BOD-03,OP-03
2024-11-05,MP-0073,salida,53.4,CONS-104625,BOD-02,OP-01
2024-11-05,MP-0118,salida,48.0,CONS-104632,BOD-03,OP-04
2024-11-05,MP-0199,salida,45.4,CONS-104639,BOD-03,OP-03
2024-11-05,MP-0232,salida,40.6,CONS-104646,BOD-01,OP-04
2024-11-05,MP-0027,salida,-5.6,CONS-104653,BOD-02,OP-06
2024-11-05,MP-0116,salida,16.9,CONS-104660,BOD-01,OP-05
2024-11-05,MP-0108,salida,65.5,CONS-104667,BOD-02,OP-03
2024-11-05,MP-0293,salida,-29.6,CONS-104674,BOD-03,OP-03
2024-11-05,MP-0239,salida,14.1,CONS-104681,BOD-02,OP-05
2024-11-05,MP-0016,salida,111.9,CONS-104688,BOD-01,OP-04
2024-11-05,MP-0030,salida,13.1,CONS-104695,BOD-01,OP-06
2024-11-05,MP-0120,salida,-62.6,CONS-104702,BOD-01,OP-02
2024-11-05,MP-0043,salida,36.2,CONS-104709,BOD-01,OP-01
2024-11-05,MP-0182,salida,118.5,CONS-104716,BOD-03,OP-05
2024-11-05,MP-0369,salida,72.9,CONS-104723,BOD-02,OP-05
2024-11-05,MP-0157,salida,134.7,CONS-104730,BOD-01,OP-04
2024-11-05,MP-0001,salida,109.9,CONS-104737,BOD-02,OP-05
2024-11-05,MP-0128,salida,84.6,CONS-104751,BOD-01,OP-04
2024-11-05,MP-0047,salida,47.2,CONS-104758,BOD-03,OP-01
2024-11-05,MP-0244,salida,53.3,CONS-104765,BOD-03,OP-04
2024-11-05,MP-0122,salida,56.8,CONS-104772,BOD-03,OP-03
2024-11-05,MP-0132,salida,94.2,CONS-104779,BOD-02,OP-03
2024-11-05,MP-0131,salida,34.9,CONS-104786,BOD-03,OP-03
2024-11-05,MP-0216,salida,72.9,CONS-104793,BOD-03,OP-06
2024-11-05,MP-0272,salida,9.2,CONS-104800,BOD-02,OP-04
2024-11-05,MP-0010,salida,78.5,CONS-104807,BOD-02,OP-04
2024-11-05,MP-0002,salida,44.6,CONS-104814,BOD-03,OP-05
2024-11-05,MP-0150,salida,62.4,CONS-104821,BOD-02,OP-06
2024-11-05,MP-0085,salida,95.0,CONS-104828,BOD-02,OP-02
2024-11-05,MP-0202,salida,95.7,CONS-104835,BOD-01,OP-03
2024-11-05,MP-0153,salida,44.0,CONS-104842,BOD-01,OP-03
2024-11-05,MP-0178,salida,20.8,CONS-104849,BOD-02,OP-03
2024-11-05,MP-0229,salida,98.0,CONS-104856,BOD-02,OP-05
2024-11-05,MP-0013,salida,73.1,CONS-104863,BOD-02,OP-01
2024-11-05,MP-0020,salida,84.2,CONS-104870,BOD-03,OP-06
2024-11-05,MP-0051,salida,97.3,CONS-104884,BOD-03,OP-03
2024-11-05,MP-0411,salida,72.5,CONS-104891,BOD-01,OP-05
2024-11-05,MP-0238,salida,68.3,CONS-104898,BOD-01,OP-04
2024-11-05,MP-0004,salida,13.7,CONS-104905,BOD-02,OP-06
2024-11-05,MP-0033,salida,12.1,CONS-104912,BOD-03,OP-04
2024-11-05,MP-0045,salida,7.6,CONS-104919,BOD-03,OP-06
2024-11-05,MP-0386,salida,16.9,CONS-104926,BOD-01,OP-04
2024-11-05,MP-0373,salida,45.7,CONS-104940,BOD-02,OP-01
2024-11-05,MP-0015,salida,50.1,CONS-104947,BOD-02,OP-01
2024-11-05,MP-0012,salida,76.0,CONS-104954,BOD-02,OP-05
2024-11-05,MP-0142,salida,76.4,CONS-104961,BOD-03,OP-06
2024-11-05,MP-0102,salida,93.1,CONS-104968,BOD-03,OP-03
2024-11-05,MP-0114,salida,22.2,CONS-104975,BOD-03,OP-02
2024-11-05,MP-0325,salida,59.9,CONS-104982,BOD-03,OP-02
2024-11-05,MP-0193,salida,53.9,CONS-104989,BOD-03,OP-04
2024-11-05,MP-0330,salida,24.9,CONS-104996,BOD-01,OP-01
2024-11-05,MP-0024,salida,90.0,CONS-105003,BOD-01,OP-04
2024-11-05,MP-0117,salida,53.3,CONS-105010,BOD-03,OP-04
2024-11-05,MP-0060,salida,47.7,CONS-105017,BOD-02,OP-01
2024-11-05,MP-0357,salida,58.6,CONS-105024,BOD-01,OP-03
2024-11-05,MP-0162,salida,9.0,CONS-105031,BOD-03,OP-06
2024-11-05,MP-0009,salida,26.5,CONS-105038,BOD-03,OP-06
2024-11-05,MP-0076,salida,36.6,CONS-105045,BOD-01,OP-04
2024-11-05,MP-0077,salida,38.6,CONS-105052,BOD-03,OP-05
2024-11-05,MP-0273,salida,41.1,CONS-105059,BOD-02,OP-03
2024-11-05,MP-0026,salida,42.4,CONS-105066,BOD-03,OP-04
2024-11-05,MP-0111,salida,65.2,CONS-105073,BOD-01,OP-03
2024-11-05,MP-0071,salida,51.7,CONS-105080,BOD-02,OP-05
2024-11-05,MP-0388,salida,49.8,CONS-105087,BOD-02,OP-06
2024-11-05,MP-0227,salida,29.9,CONS-105094,BOD-03,OP-01
2024-11-05,MP-0088,salida,107.5,CONS-105101,BOD-03,OP-03
2024-11-05,MP-0143,salida,120.2,CONS-105108,BOD-02,OP-02
2024-11-05,MP-0181,salida,101.0,CONS-105115,BOD-02,OP-03
2024-11-05,MP-0385,salida,29.6,CONS-105122,BOD-02,OP-05
2024-11-05,MP-0321,salida,54.5,CONS-105129,BOD-01,OP-04
2024-11-05,MP-0343,salida,121.0,CONS-105136,BOD-03,OP-05
2024-11-05,MP-0036,salida,35.8,CONS-105143,BOD-03,OP-03
2024-11-05,MP-0080,salida,39.6,CONS-105150,BOD-01,OP-03
2024-11-05,MP-0139,salida,73.0,CONS-105157,BOD-02,OP-01
2024-11-05,MP-0356,salida,46.7,CONS-105164,BOD-03,OP-04
2024-11-05,MP-0339,salida,15.6,CONS-105171,BOD-01,OP-05
2024-11-05,MP-0078,salida,116.5,CONS-105178,BOD-02,OP-06
2024-11-05,MP-0059,salida,71.8,CONS-105185,BOD-03,OP-03
2024-11-05,MP-0211,salida,56.2,CONS-105192,BOD-03,OP-06
2024-11-05,MP-0340,salida,56.2,CONS-105199,BOD-02,OP-01
2024-11-05,MP-0390,salida,-40.3,CONS-105206,BOD-01,OP-03
2024-11-05,MP-0268,salida,36.9,CONS-105213,BOD-03,OP-04
2024-11-05,MP-0039,salida,12.9,CONS-105220,BOD-02,OP-04
2024-11-05,MP-0032,salida,25.2,CONS-105227,BOD-01,OP-05
2024-11-05,MP-0136,salida,73.6,CONS-105241,BOD-02,OP-03
2024-11-05,MP-0217,salida,64.9,CONS-105248,BOD-01,OP-01
2024-11-05,MP-0344,salida,107.6,CONS-105255,BOD-02,OP-01
2024-11-06,MP-0095,entrada,313,REC-OC-5885,BOD-02,OP-06
2024-11-08,MP-0024,entrada,1291,REC-OC-5338,BOD-02,OP-02
2024-11-09,MP-0298,entrada,60,REC-OC-6343,BOD-01,OP-03
2024-11-09,MP-0012,entrada,809,REC-OC-5150,BOD-03,OP-03
2024-11-09,MP-0019,salida,65.1,CONS-104486,BOD-01,OP-01
2024-11-09,MP-0022,salida,107.9,CONS-104493,BOD-02,OP-01
2024-11-09,MP-0094,salida,38.7,CONS-104500,BOD-01,OP-01
2024-11-09,MP-0074,salida,40.2,CONS-104507,BOD-02,OP-04
2024-11-09,MP-0370,salida,13.0,CONS-104514,BOD-02,OP-04
2024-11-09,MP-0299,salida,50.3,CONS-104521,BOD-02,OP-01
2024-11-09,MP-0309,salida,-45.6,CONS-104528,BOD-03,OP-01
2024-11-09,MP-0418,salida,42.4,CONS-104535,BOD-01,OP-02
2024-11-09,MP-0008,salida,162.8,CONS-104542,BOD-01,OP-04
2024-11-09,MP-0005,salida,117.9,CONS-104549,BOD-02,OP-02
2024-11-09,MP-0133,salida,134.1,CONS-104556,BOD-01,OP-01
2024-11-09,MP-0101,salida,117.9,CONS-104563,BOD-03,OP-05
2024-11-09,MP-0149,salida,112.6,CONS-104570,BOD-02,OP-05
2024-11-09,MP-0189,salida,95.4,CONS-104577,BOD-01,OP-03
2024-11-09,MP-0254,salida,138.8,CONS-104584,BOD-02,OP-05
2024-11-09,MP-0161,salida,51.8,CONS-104591,BOD-02,OP-03
2024-11-09,MP-0197,salida,125.5,CONS-104598,BOD-01,OP-04
2024-11-09,MP-0037,salida,44.2,CONS-104605,BOD-03,OP-02
2024-11-09,MP-0018,salida,7.4,CONS-104612,BOD-01,OP-02
2024-11-09,MP-0137,salida,37.1,CONS-104619,BOD-01,OP-06
2024-11-09,MP-0073,salida,53.4,CONS-104626,BOD-03,OP-05
2024-11-09,MP-0118,salida,48.0,CONS-104633,BOD-01,OP-02
2024-11-09,MP-0199,salida,45.4,CONS-104640,BOD-03,OP-02
2024-11-09,MP-0232,salida,40.6,CONS-104647,BOD-02,OP-03
2024-11-09,MP-0027,salida,5.6,CONS-104654,BOD-02,OP-01
2024-11-09,MP-0116,salida,16.9,CONS-104661,BOD-02,OP-01
2024-11-09,MP-0108,salida,65.5,CONS-104668,BOD-02,OP-06
2024-11-09,MP-0293,salida,29.6,CONS-104675,BOD-02,OP-05
2024-11-09,MP-0239,salida,14.1,CONS-104682,BOD-03,OP-01
2024-11-09,MP-0016,salida,111.9,CONS-104689,BOD-03,OP-01
2024-11-09,MP-0030,salida,13.1,CONS-104696,BOD-03,OP-01
2024-11-09,MP-0120,salida,62.6,CONS-104703,BOD-03,OP-01
2024-11-09,MP-0043,salida,36.2,CONS-104710,BOD-03,OP-01
2024-11-09,MP-0182,salida,118.5,CONS-104717,BOD-03,OP-04
2024-11-09,MP-0157,salida,134.7,CONS-104731,BOD-03,OP-04
2024-11-09,MP-0001,salida,-109.9,CONS-104738,BOD-02,OP-06
2024-11-09,MP-0014,salida,89.3,CONS-104745,BOD-01,OP-05
2024-11-09,MP-0128,salida,84.6,CONS-104752,BOD-02,OP-01
2024-11-09,MP-0047,salida,47.2,CONS-104759,BOD-03,OP-02
2024-11-09,MP-0244,salida,53.3,CONS-104766,BOD-03,OP-03
2024-11-09,MP-0122,salida,56.8,CONS-104773,BOD-03,OP-04
2024-11-09,MP-0132,salida,94.2,CONS-104780,BOD-01,OP-04
2024-11-09,MP-0131,salida,-34.9,CONS-104787,BOD-02,OP-02
2024-11-09,MP-0216,salida,72.9,CONS-104794,BOD-02,OP-01
2024-11-09,MP-0272,salida,9.2,CONS-104801,BOD-01,OP-06
2024-11-09,MP-0010,salida,78.5,CONS-104808,BOD-03,OP-03
2024-11-09,MP-0002,salida,44.6,CONS-104815,BOD-01,OP-03
2024-11-09,MP-0150,salida,62.4,CONS-104822,BOD-02,OP-04
2024-11-09,MP-0085,salida,95.0,CONS-104829,BOD-02,OP-03
2024-11-09,MP-0202,salida,95.7,CONS-104836,BOD-02,OP-02
2024-11-09,MP-0153,salida,44.0,CONS-104843,BOD-03,OP-05
2024-11-09,MP-0178,salida,20.8,CONS-104850,BOD-03,OP-02
2024-11-09,MP-0229,salida,98.0,CONS-104857,BOD-01,OP-03
2024-11-09,MP-0013,salida,73.1,CONS-104864,BOD-02,OP-05
2024-11-09,MP-0020,salida,84.2,CONS-104871,BOD-03,OP-02
2024-11-09,MP-0051,salida,97.3,CONS-104885,BOD-01,OP-01
2024-11-09,MP-0411,salida,72.5,CONS-104892,BOD-02,OP-04
2024-11-09,MP-0238,salida,68.3,CONS-104899,BOD-03,OP-05
2024-11-09,MP-0004,salida,13.7,CONS-104906,BOD-03,OP-04
2024-11-09,MP-0033,salida,12.1,CONS-104913,BOD-03,OP-02
2024-11-09,MP-0386,salida,16.9,CONS-104927,BOD-01,OP-04
2024-11-09,MP-0393,salida,5.4,CONS-104934,BOD-02,OP-03
2024-11-09,MP-0373,salida,45.7,CONS-104941,BOD-03,OP-01
2024-11-09,MP-0015,salida,50.1,CONS-104948,BOD-02,OP-01
2024-11-09,MP-0012,salida,76.0,CONS-104955,BOD-03,OP-05
2024-11-09,MP-0142,salida,76.4,CONS-104962,BOD-01,OP-01
2024-11-09,MP-0102,salida,93.1,CONS-104969,BOD-03,OP-04
2024-11-09,MP-0114,salida,22.2,CONS-104976,BOD-01,OP-03
2024-11-09,MP-0325,salida,59.9,CONS-104983,BOD-02,OP-04
2024-11-09,MP-0193,salida,53.9,CONS-104990,BOD-03,OP-05
