sku,descripcion,categoria,unidad,costo_unitario,proveedor,lead_time_declarado_dias,stock_min,stock_max
MP-0075,Tubería calibre/ref 3,Tubería,m,30143,PROV-33,6,100,500
MP-0300,Adhesivos calibre/ref 39,Adhesivos,kg,6323,PROV-02,10,100,500
MP-0331,Adhesivos calibre/ref 13,adhesivo,kg,14953,PROV-30,6,100,500
MP-0106,Correderas calibre/ref 37,CORREDERA,par,22268,PROV-24,10,100,500
MP-0287,Lámina calibre/ref 3,lamina,lámina,13398,PROV-07,10,100,500
MP-0191,Correderas calibre/ref 34,Correderas,par,12700,PROV-05,13,100,500
MP-0004,Vidrio calibre/ref 33,Vidrio,m2,385136,PROV-20,12,100,500
MP-0172,Correderas calibre/ref 21,correderas,par,11722,PROV-04,11,100,500
MP-0329,Vidrio calibre/ref 2,Vidrio,m2,4253,PROV-03,12,100,500
MP-0351,Tubería calibre/ref 15,tuberia,m,11483,PROV-27,14,100,500
MP-0005,Adhesivos calibre/ref 2,Adhesivos,kg,141286,PROV-15,14,100,500
MP-0078,Pintura calibre/ref 14,pintura electrostatica,kg,56933,PROV-12,,100,500
MP-0396,Lámina calibre/ref 35,LAMINA AC,lámina,4858,PROV-09,13,100,500
MP-0234,Vidrio calibre/ref 13,Vidrio,m2,13458,PROV-34,11,100,500
MP-0057,Tornillería calibre/ref 18,tornilleria,unidad,65040,PROV-02,8,100,500
MP-0033,Pintura calibre/ref 16,PINTURA,kg,157770,PROV-15,16,100,500
MP-0017,Correderas calibre/ref 12,Correderas,par,165823,PROV-32,22,100,500
MP-0126,Vidrio calibre/ref 16,vidrio,m2,42475,PROV-23,13,100,500
MP-0321,Tornillería calibre/ref 25,Torn.,unidad,14487,PROV-06,11,100,500
MP-0174,Adhesivos calibre/ref 40,adhesivo,kg,13913,PROV-31,10,100,500
MP-0222,Tubería calibre/ref 3,tuberia,m,1810,PROV-11,15,100,500
MP-0102,Vidrio calibre/ref 26,Vidrio,m2,15942,PROV-34,,100,500
MP-0369,Correderas calibre/ref 12,correderas,par,8062,PROV-23,14,100,500
MP-0349,Empaque calibre/ref 23,EMPAQUES,unidad,3496,PROV-27,12,100,500
MP-0066,Pintura calibre/ref 18,Pintura,kg,21206,PROV-27,12,100,500
MP-0241,Adhesivos calibre/ref 30,Adhesivos,kg,6469,PROV-10,12,100,500
MP-0123,Tubería calibre/ref 14,tuberia,m,29806,PROV-26,,100,500
MP-0357,Correderas calibre/ref 28,CORREDERA,par,6420,PROV-26,12,100,500
MP-0239,Pintura calibre/ref 32,Pintura,kg,10488,PROV-13,15,100,500
MP-0154,Adhesivos calibre/ref 5,PEGANTE,kg,14258,PROV-09,16,100,500
MP-0152,Tubería calibre/ref 6,Tubería,m,10764,PROV-09,,100,500
MP-90206,Adhesivos (dup),PEGANTE,kg,15129,PROV-25,13,100,500
MP-0220,Tubería calibre/ref 13,tuberia,m,1498,PROV-19,,100,500
MP-0092,Pintura calibre/ref 37,PINTURA,kg,22184,PROV-11,,100,500
MP-0297,Tornillería calibre/ref 7,Tornillería,unidad,7673,PROV-02,,100,500
MP-0118,Vidrio calibre/ref 21,Vidrio,m2,71465,PROV-09,5,100,500
MP-0060,Correderas calibre/ref 39,CORREDERA,par,33628,PROV-25,17,100,500
MP-0404,Correderas calibre/ref 5,correderas,par,5831,PROV-06,10,100,500
MP-0114,Tornillería calibre/ref 15,tornilleria,unidad,34343,PROV-10,7,100,500
MP-0129,Correderas calibre/ref 12,CORREDERA,par,38308,PROV-18,12,100,500
MP-0036,Tubería calibre/ref 20,Tubería,m,339654,PROV-32,11,100,500
MP-0334,Tornillería calibre/ref 3,Torn.,unidad,9561,PROV-06,11,100,500
MP-0214,Tubería calibre/ref 5,Tubería,m,5690,PROV-02,7,100,500
MP-0059,Lámina calibre/ref 34,Lamina de acero,lámina,34481,PROV-24,10,100,500
MP-0043,Vidrio calibre/ref 37,Vidrio,m2,79081,PROV-31,11,100,500
MP-0003,Tornillería calibre/ref 31,tornilleria,unidad,178655,PROV-01,14,100,500
MP-0056,Adhesivos calibre/ref 8,adhesivo,kg,18750,PROV-35,7,100,500
MP-0247,Pintura calibre/ref 15,pintura electrostatica,kg,3903,PROV-27,,100,500
MP-0055,Tornillería calibre/ref 27,tornilleria,unidad,43990,PROV-02,13,100,500
MP-0270,Tornillería calibre/ref 8,Torn.,unidad,5780,PROV-15,8,100,500
MP-0151,Lámina calibre/ref 34,Lamina de acero,lámina,14596,PROV-12,12,100,500
MP-0284,Pintura calibre/ref 19,Pintura,kg,4906,PROV-06,9,100,500
MP-0108,Adhesivos calibre/ref 17,Adhesivos,kg,25925,PROV-06,12,100,500
MP-0399,Correderas calibre/ref 26,correderas,par,5285,PROV-15,,100,500
MP-0356,Tornillería calibre/ref 38,tornilleria,unidad,9738,PROV-30,,100,500
MP-0231,Vidrio calibre/ref 19,vidrio,m2,13541,PROV-08,14,100,500
MP-0090,Correderas calibre/ref 35,CORREDERA,par,48252,PROV-02,,100,500
MP-0336,Tornillería calibre/ref 24,Tornillería,unidad,10058,PROV-09,10,100,500
MP-0381,Correderas calibre/ref 25,CORREDERA,par,3956,PROV-27,10,100,500
MP-0032,Pintura calibre/ref 22,Pintura,kg,196328,PROV-03,12,100,500
MP-0343,Correderas calibre/ref 18,correderas,par,11205,PROV-11,11,100,500
MP-0344,Tornillería calibre/ref 2,tornilleria,unidad,6342,PROV-14,,100,500
MP-0139,Lámina calibre/ref 25,LAMINA AC,lámina,22444,PROV-03,9,100,500
MP-0029,Empaque calibre/ref 36,Empaque,unidad,310652,PROV-04,14,100,500
MP-0254,Lámina calibre/ref 18,Lamina de acero,lámina,8919,PROV-25,12,100,500
MP-0384,Correderas calibre/ref 33,correderas,par,14848,PROV-05,14,100,500
MP-0228,Adhesivos calibre/ref 29,Adhesivos,kg,3210,PROV-05,8,100,500
MP-0213,Vidrio calibre/ref 15,Vidrio,m2,13735,PROV-34,16,100,500
MP-0342,Adhesivos calibre/ref 8,PEGANTE,kg,973,PROV-18,9,100,500
MP-0013,Adhesivos calibre/ref 1,PEGANTE,kg,361794,PROV-06,18,100,500
MP-0216,Empaque calibre/ref 28,empaque,unidad,12449,PROV-16,12,100,500
MP-0256,Pintura calibre/ref 23,pintura electrostatica,kg,1070,PROV-29,5,100,500
MP-0303,Vidrio calibre/ref 6,Vidrio,m2,8849,PROV-25,10,100,500
MP-0319,Lámina calibre/ref 38,Lamina de acero,lámina,6387,PROV-13,12,100,500
MP-0264,Tornillería calibre/ref 10,tornilleria,unidad,13222,PROV-35,6,100,500
MP-0002,Adhesivos calibre/ref 23,PEGANTE,kg,98702,PROV-02,23,100,500
MP-0175,Vidrio calibre/ref 36,Vidrio,m2,7539,PROV-12,,100,500
MP-0221,Tornillería calibre/ref 9,Tornillería,unidad,3107,PROV-14,15,100,500
MP-0163,Tornillería calibre/ref 21,Tornillería,unidad,6781,PROV-11,,100,500
MP-0159,Pintura calibre/ref 5,Pintura,kg,4449,PROV-21,,100,500
MP-0058,Empaque calibre/ref 13,EMPAQUES,unidad,64400,PROV-25,6,100,500
MP-0335,Correderas calibre/ref 16,CORREDERA,par,6995,PROV-05,8,100,500
MP-0260,Tornillería calibre/ref 38,Tornillería,unidad,3134,PROV-13,17,100,500
MP-0049,Tubería calibre/ref 22,TUBERIA,m,27515,PROV-05,13,100,500
MP-0347,Correderas calibre/ref 37,Correderas,par,7263,PROV-02,7,100,500
MP-0370,Tubería calibre/ref 21,Tubería,m,13919,PROV-35,15,100,500
MP-0416,Adhesivos calibre/ref 8,Adhesivos,kg,13658,PROV-31,13,100,500
MP-0352,Tubería calibre/ref 27,Tubería,m,1179,PROV-11,9,100,500
MP-0183,Tubería calibre/ref 20,Tubería,m,12482,PROV-20,15,100,500
MP-0252,Correderas calibre/ref 9,CORREDERA,par,8477,PROV-18,13,100,500
MP-0162,Pintura calibre/ref 30,PINTURA,kg,6439,PROV-09,12,100,500
MP-0212,Adhesivos calibre/ref 28,Adhesivos,kg,14895,PROV-35,10,100,500
MP-0009,Empaque calibre/ref 27,empaque,unidad,256746,PROV-10,18,100,500
MP-0273,Pintura calibre/ref 24,pintura electrostatica,kg,9058,PROV-24,8,100,500
MP-0127,Pintura calibre/ref 17,Pintura,kg,17887,PROV-19,,100,500
MP-0250,Correderas calibre/ref 9,CORREDERA,par,12978,PROV-02,15,100,500
MP-0119,Tubería calibre/ref 23,TUBERIA,m,55990,PROV-19,10,100,500
MP-0160,Correderas calibre/ref 31,Correderas,par,6056,PROV-28,12,100,500
MP-0107,Lámina calibre/ref 39,Lámina,lámina,69513,PROV-07,14,100,500
MP-0050,Pintura calibre/ref 32,pintura electrostatica,kg,63500,PROV-26,6,100,500
MP-0149,Tubería calibre/ref 15,TUBERIA,m,32103,PROV-34,5,100,500
MP-0362,Tubería calibre/ref 26,TUBERIA,m,10899,PROV-07,8,100,500
MP-0354,Tornillería calibre/ref 38,Torn.,unidad,11160,PROV-15,5,100,500
MP-0376,Tornillería calibre/ref 37,Tornillería,unidad,4456,PROV-32,15,100,500
MP-0146,Lámina calibre/ref 23,Lamina de acero,lámina,31220,PROV-33,6,100,500
MP-0333,Tornillería calibre/ref 2,tornilleria,unidad,13687,PROV-21,7,100,500
MP-0122,Pintura calibre/ref 13,PINTURA,kg,31481,PROV-14,5,100,500
MP-90337,Tornillería (dup),tornilleria,unidad,3467,PROV-13,5,100,500
MP-0412,Tornillería calibre/ref 3,Torn.,unidad,1187,PROV-28,10,100,500
MP-0378,Tubería calibre/ref 25,Tubería,m,6961,PROV-15,8,100,500
MP-0285,Pintura calibre/ref 15,PINTURA,kg,11740,PROV-08,,100,500
MP-0016,Adhesivos calibre/ref 24,PEGANTE,kg,142723,PROV-30,15,100,500
MP-0133,Tornillería calibre/ref 9,tornilleria,unidad,24738,PROV-01,9,100,500
MP-0323,Adhesivos calibre/ref 14,adhesivo,kg,1501,PROV-22,12,100,500
MP-0244,Pintura calibre/ref 37,PINTURA,kg,6572,PROV-15,16,100,500
MP-0052,Vidrio calibre/ref 30,Vidrio,m2,35381,PROV-14,11,100,500
MP-0375,Adhesivos calibre/ref 31,PEGANTE,kg,2599,PROV-02,9,100,500
